,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
93,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,71494495.18518518,88322386.29629628,102244362.22222221,110900457.03703703,115651918.88888888,125435589.99999999,131803552.22222221,145533310.74074072,167728455.18518516,187589522.59259257,215009569.6296296,236357523.7037037,267327642.2222222,278098762.9629629,300757888.8888889,310160444.4444444,309812185.1851852,325111814.8148148,342172518.5185185,366911444.4444444,392190592.5925926,445903592.59259254,482009370.3703703,520044370.3703703,520444185.18518513,540336925.9259259,591018407.4074074,599118592.5925926,695555555.5555555,698700666.6666666,758683592.5925926,825976037.037037,771275555.5555555,771013259.2592592,778655925.9259259,799882259.2592592,842620111.111111,911497407.4074074,997007925.9259259,1061640740.7407407,1125685185.1851852,1166523555.5555556,1212694407.4074073,1042100555.5555555,
94,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520026.66666667,88570952.86885245,106101175.65797994,140153748.2436565,169918948.62918174,211194305.70299855,240780413.5649297,282269373.0010661,355989047.256374,420642463.4099981,476055288.41888607,435746974.75924414,402405069.3677692,416183706.9436851,379371608.4429253,412876071.1184931,603015696.4528489,787392365.831908,898611007.9477086,929796722.3878964,1018970364.8644282,1016493394.8252951,1037921836.947698,927219728.8668857,1005879948.4325378,1208946165.9288876,1197509786.676324,1072147778.030131,1149862702.9608405,1131561595.137754,1068030829.7559105,1086172922.5741336,1169138789.3143501,1558753434.4308333,1822486688.5880723,1849805732.9620304,2013099482.074393,2249811708.9479585,2499107510.6412196,2529948329.571527,2503156060.5252395,2684467375.7147913,2609667673.716012,2684952726.884248,2842048997.7728286,2499115623.00272,2707146783.1305614,2851610655.923912,3040414278.022361,2982247278.6157675,,
95,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599899.9999999,1076699900.0,1143600000.0,1262800000.0,1299099900.0,1331399900.0,1390700000.0,1453500000.0,1610500000.0,1715399900.0,1904000000.0,1984800000.0,2101300000.0000002,2569200100.0,3161499900.0,3645900000.0,4365300200.0,5480500200.0,6070600200.0,6902600200.0,7878700000.0,8607500300.0,8716999700.0,9050000400.0,9470000100.0,9721652086.956522,7231963515.981735,7084399840.0,7841602824.427481,8410724360.795455,7650125217.352534,9406097735.091173,10440842165.319305,11399942453.064556,12983235568.229239,14655404433.277115,15674835615.313896,17790026221.613865,19395491992.99387,18318412251.364197,19288827158.903545,18405203853.103607,20444205991.02497,21576351798.914482,23577286226.64066,26783543667.06402,29744368110.909428,33567868322.625206,38503862830.687836,37125943564.98726,40676432028.593414,46876114650.49965,49593961141.74837,52996540703.59434,57852399963.787796,62186186575.743324,66053725049.0138,71654134378.52992,73208583758.91052,77020015201.32005,77604632170.5853,
96,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000.0,3569000000.0,3869000000.0,4213000000.0,4238000000.0,4397000000.0,4658000000.0,4828000000.0,4949000000.0,4984000000.0,5265000000.0,5399000000.0,5610000000.0,5799000000.0,5901000000.0,6013000000.0,6060000000.0,6364000000.0,5844000000.0,
97,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170215248.20626494,185848451.26290616,194948375.43020475,175756868.6927609,194773376.88852593,213235294.11764705,228705882.3529412,250176470.5882353,229750000.0,249300000.0,267800000.0,282050000.0,285380952.38095236,307047619.04761904,433954545.45454544,494791666.6666667,454440000.0,449880000.0,507080000.0,530440000.0,603200000.0,570357107.1428572,482000000.0,489333333.3333333,437631605.2631579,453488372.0930233,504651139.53488374,354591846.9387755,413799990.0,379779389.7058824,396582263.29113925,348533094.8121646,373573141.48681056,454101382.4884793,540874934.2010123,621626785.915493,705406001.4245014,749138009.5645396,717530683.1695666,694754988.258295,712667896.7275119,712167575.6242766,726131434.7153385,743064076.7945665,787814379.1838433,824880550.3439649,2379818382.9924126,2730971150.011342,3025187923.586172,3165663152.7335134,3432913073.2415423,3691384317.521781,4063089191.8752503,4167800259.208877,4127659492.0203133,4279840193.7046003,4482697336.561744,4748174334.140436,4787636237.240434,5173760191.846522,5471256594.72422,
98,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1065824977524.131,1128187784514.9868,1217842861687.599,1311893050406.658,1431970391140.7903,1555048937503.5479,1705902422066.1648,1830246927469.7654,1984777131630.6292,2183666303498.888,2385693029481.978,2648517918954.9033,3072326618342.4014,3717503471741.654,4191462387776.0386,4676954724896.746,5096462690636.25,5771655431252.09,6916025224827.288,7996435059135.281,8930998814350.734,9065977504760.32,8981151423854.168,9273153224242.607,9672979202824.756,10156594035266.375,12333407262356.566,14295371492470.432,16099219015840.12,16846397124491.557,18934043261430.617,20034819805771.67,21555702219838.543,21720667464036.293,23379685290662.812,25962401366135.527,26185579906596.11,25737015600702.508,25827791326477.39,27137147999581.94,27706150647771.527,27425530755884.18,28601588233916.15,32048753270415.03,35670851398068.0,37709147637376.336,39822488004393.695,43544081655785.18,46326968918026.87,43440687426874.48,45501311138168.914,49127191888451.17,49158370514077.89,49754628682903.94,50854095229855.83,48060551034162.984,49104330502932.93,51348413368780.44,54564150008047.39,55045647058199.195,53461077013094.65,
99,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320796651.694569,1383681651.1377556,1612346412.2647462,1935298266.45384,2206466461.264338,2435078534.0314136,2489845016.6489425,2692474989.125707,2716964388.424184,3189740055.1398187,3800766535.6208773,4476001946.014864,5710107420.143936,8030117555.620325,9388663645.758804,10048022369.914087,12876366008.8077,15719433719.43372,18315007365.971348,22526035940.59208,28861759209.01911,31055409443.042957,32291306281.816837,29907091339.53642,33511383985.674088,35699543050.77784,41075570591.929054,50622571586.11492,59707404560.59441,68790369107.29625,76928290841.87015,88959620135.88635,104272278634.73116,120353947980.76427,135812069768.64552,144652912433.10324,159717233621.65936,177352785419.9765,168886163221.56662,165768095391.55655,171668164082.5547,169403241524.33707,166349228737.38605,161384522525.29922,169099768875.1926,181570082162.18994,193536265094.3639,211597405593.86777,219279678430.16385,214046415026.18747,228637697575.03992,248513617677.28674,262629441493.47635,275696879834.9665,291459356985.3368,309383627028.5611,320837638328.8458,341244161576.7592,361691522612.7448,363016373358.5166,346585881503.6353,
100,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335650000.0,356200000.0,387750000.0,410200000.0,457000000.0,508650000.0,549950000.0,598100000.0,646800000.0,668000050.0,723000000.0,731000000.0,802999950.0,912499950.0,1034500000.0,1124000000.0,1347999950.0,1669499950.0,3097242093.22441,3544281976.29198,3968160045.986835,4043894878.58005,4266503525.6105103,4476697184.859805,4915311846.48827,5278120712.545899,5677828958.90605,6190521241.464951,5902717091.547467,5432344901.778207,4923009551.515614,4648668478.567533,4943700431.073683,4926728932.950691,4642280682.142518,5347445005.213764,5215028986.486486,5737099650.190114,6366340265.878878,6414520529.616725,7103826902.206703,7565854723.759728,7775251509.627155,8140278400.992698,8772169959.316715,9672023050.308292,10841724916.945683,12275500115.723051,13789443623.162025,14486159608.066982,15729649158.588303,17588098574.73694,18400538859.359756,18372173380.737263,19618567249.50031,20833948799.535156,21566622849.605694,22975415842.464752,23900438563.727142,24915522849.1544,23662231633.91393,
101,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,17418918604.567833,17870143016.854347,19448655144.038746,23465052191.10406,20962585728.576225,24482824415.16782,26660840619.33139,26116080028.8256,27635788372.75129,30708658405.889675,32187736280.0257,34658542639.30388,37748208796.25504,45656986573.39091,55656405218.66031,63584773949.12332,67510535261.37736,79369158171.32196,91686116921.71498,102491673118.6081,109154431862.07396,107907098413.38461,108256480805.07175,102743817092.26678,102610288653.71019,107746160037.27684,124598247540.94095,139112768211.85733,138426870441.09753,133718273239.0452,139531995232.51257,141173059636.98447,131808408855.28487,136773764908.82611,116155124422.57553,135563711307.90161,146951258768.45428,153029173827.969,161920043286.13654,162688987080.46786,176405809348.09946,171487691532.60077,184613196782.7074,208996249945.90323,240917669045.70334,276870269489.57904,326490264291.1912,391469864166.73425,465550499711.61646,464073393599.316,504925441382.3011,559476597826.0007,579141767026.5513,650020934455.2245,687772113939.3765,660137574454.0232,668494140790.3824,720193577997.6624,768422112077.2723,789831743959.2878,797697289590.4064,
102,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22717081924.71434,24075166261.377937,24091170702.55621,25792876643.508682,23677307509.46627,21839780971.026768,23273640257.196846,27074550257.811844,34985749883.41714,41958833541.09955,45780237257.18672,50860788253.2176,60542673502.53239,70750646248.05626,63084004705.08068,60426018629.299194,63169910822.12849,57192346923.33498,58889082315.33599,58330289756.69144,50163192883.15147,52295158344.25442,56214427431.20001,62247874948.8225,62246206340.546936,57203783203.02589,
103,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,273187200.0,271066000.0,281896800.0,294883400.0,325281200.0,353251800.0,368948600.0,369124200.0,367968800.0,391820400.0,331200000.0,362800000.0,372000000.0,466800000.0,565400000.0,681400000.0,879000000.0,947000000.0,974200000.0,1080600000.0,1383800000.0,1479400000.0,1474200000.0,1623600000.0,1816200000.0,2009400000.0,2318000000.0,2047200000.0,2613926800.0,2736243800.0,3096289800.0,3473540601.8216057,2257121668.193517,1878248741.0494905,2167564194.7342005,2813313278.8108196,2907514522.925029,3338938830.0174346,3723909226.867807,4153736347.4422264,6813577558.176276,6331961555.4091425,6058134466.7525835,4826827577.086413,6036959914.723975,7184064657.2953005,7518107786.511487,9522763153.813658,10485225353.18006,11597014807.349598,11859315078.790163,13008754110.81134,13708926466.27319,14902474090.61502,15139264670.422508,14833154471.745636,13987693738.923029,15035560372.644314,16455034352.767084,14785839382.900204,14508218017.403208,
104,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34753569692.91496,38730585922.218864,40124916940.59447,43166678735.21832,46425677734.14352,46658755151.6017,47296952928.75605,48706787306.25736,49073380173.71591,47218405892.42581,53749989092.01972,67608919144.368355,85302003908.04198,104141042625.79053,113236711635.53918,115751266695.18513,140227560615.12054,158374419641.01553,131114229049.1777,132231134158.60806,141999960209.89282,128857370476.631,135732595721.85342,141078984816.67496,125210324613.14026,128636108315.47429,143136245596.9879,160586833778.45743,163526491433.28973,155808436238.48724,
105,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,323994644488.98627,309473578743.8724,316983262264.90546,340013862870.0875,384790532827.8342,422344460411.7471,435933812407.5273,447456419254.50165,472298260940.9707,527215643038.7887,573189021869.1929,625664799074.9307,704430935635.3312,912140481524.3398,1149707256592.9844,1241888837913.6958,1345832811871.872,1524988946228.5308,1643738729803.4604,1965565886843.1953,2326380386706.95,2508959956361.7417,2484199144943.8022,2444268795365.137,2489668078590.166,2642228978857.289,2750032400282.959,2812614178863.252,3029608863042.946,3088233840372.8755,3552564818924.97,3440614710733.7705,3628164981896.941,3911818439407.0176,4324207797975.218,4910112832418.708,5361805775023.696,5685427503196.179,5520333976780.816,5376175822196.027,5850629433560.736,5922388164176.098,6012382611535.166,6759359903080.755,8057540852190.017,9634690134854.805,11421555570703.549,14191882315355.857,17033135388782.18,16524646886742.564,20069233888439.93,23696138171256.477,25189109238990.875,26606911798876.766,27504267603927.35,25777855012106.695,25985815318088.973,28680103566456.844,30478923454219.637,31184076970102.0,29900583521576.805,
106,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,360378546820.43134,349087968206.9772,360330692136.6193,389078968074.5213,431555300703.9886,475140352694.2482,493655353915.538,505475582873.79865,533436314515.2589,595911939856.0826,653597864346.5449,705466014276.7642,786914194750.4238,1005184451744.4536,1276701119102.594,1396045555296.869,1505380397650.06,1698387526129.612,1841842396759.2893,2196032393782.1306,2599140189867.7993,2925373745909.1387,2875413560100.3726,2765406603752.723,2781856060417.6963,2945933949456.3003,3057543386305.7783,3149367222862.0283,3350935419466.829,3406533632257.366,3900301635120.9736,3793384895843.2896,3979086670951.858,4253081353350.989,4664147161240.558,5302345261136.519,5802849744842.161,6144491763453.8955,5988219885173.958,5858236512051.396,6385856404879.954,6460810743374.621,6589847343985.031,7401880298735.979,8813946628208.443,10519385658556.877,12476857273220.334,15427912763120.227,18509330531279.406,17986947444475.73,21735598818584.297,25368729260308.69,26954652148902.68,28527644003843.387,29559228896028.453,27795215937749.25,27944071146475.355,30704487501895.668,32623821519669.54,33422564858176.277,32139314724146.145,
107,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,37096406469.62742,39171910997.71461,42212818826.922356,47440359754.70526,46316953286.723236,52062026811.04582,56494440043.030464,56939198532.92273,60012196796.30595,67380577688.674614,78229765508.0091,78473597020.84105,81963883270.27852,94193980133.75659,127156454186.47032,152154751965.2721,158342814454.2111,172978177919.30487,196210815623.20825,229028613741.998,271059625801.27005,400093622091.1098,377712434939.09625,315907314660.1789,291268949283.71924,303565516144.6488,308441812030.8244,334782280409.29315,323105151078.6612,319383774588.2183,347531117301.8295,352859841990.4838,350843316709.1542,340917785955.1277,338985860896.1427,391247040295.4048,440268369950.4252,458038874342.63324,467413134222.7934,482223200338.1517,535654571182.5392,538782804038.31244,578491455574.9872,643575888847.5372,757523444883.405,885740013010.1317,1056636340693.1553,1236577534288.493,1476744053810.1748,1462900201705.2664,1666849397681.6396,1672506445983.606,1765425258525.3044,1920732204966.6125,2054961292101.0774,2016489528845.3608,1958087127898.9397,2025486792815.2976,2146130874749.3354,2239335266065.296,2239424393002.1978,
108,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,12063628120.638723,12910168928.610981,13806056582.418644,14611896045.760567,15945498103.284143,17314123645.806988,18833575076.477604,18930353850.4344,19982313523.03581,22860641668.79598,31424476413.70815,29185197343.257713,32770621912.774273,34960232851.3109,50396446198.204575,57971319765.200775,69959468131.52766,73756457219.11893,80183403491.2644,98426835474.28485,126263052760.81274,243040647652.8155,222134579283.68607,168564712354.96332,144656489975.61722,145317249328.69577,131018168568.06552,134041250452.92383,137620491366.3876,132645401952.21619,146299215216.14948,146920333042.33154,147612367223.59576,132706083302.74393,133300774540.00417,156254042006.83282,172449887550.63248,176072233170.50323,173821114291.867,181553398240.24072,206705099958.27808,206387009252.6927,228078647180.12103,256457905377.523,312115091495.74475,373173945083.1379,466905156870.5105,538453105772.452,639781541391.5975,606746812537.8281,709848482641.0604,814197671741.1538,900516869460.1783,977960758120.661,1049228964549.6344,1011433451408.6268,942117764046.8004,925118884014.5718,966188380162.9119,998391254201.5823,961669400838.282,
109,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5667756644.831407,7076465295.33327,8337423312.883435,9150684931.50685,9333536359.798876,10997590361.445784,16273253012.048193,25802409638.55422,30463855421.68675,37269156626.50603,45808915662.650604,51455719099.92074,51400186379.30282,72482337370.34644,85518233450.77742,90158449307.23271,81052283404.61015,84853699994.04666,85289491750.32173,79954072569.85019,75929617576.87944,84300174477.20078,94451427898.33786,106140727357.03163,116621996217.1334,128026966579.96375,158006700301.5332,176892143931.50528,202132028723.11533,227369679374.9733,215748998609.635,95445547872.71503,140001351215.46185,165021012077.80963,160446947784.90857,195660611165.18344,234772463823.80835,256836875295.4519,285868618224.0172,364570514304.84985,432216737774.86053,510228634992.25824,539580085612.4014,755094160363.0709,892969107923.0942,917869910105.7491,912524136718.0182,890814755233.2253,860854235065.079,931877364177.7417,1015618742565.8127,1042271531011.9897,1119091259074.6206,1058423838345.1445,
